route_schedule_uuid,num_trips,route_total_distance,route_driving_time,route_start_time,route_end_time,route_shift_duration,route_total_time,route_start_location,route_end_location
thanos::sroute:7af51efd-ae4d-49bc-9b68-345abe68ace5,14,32581.6673,37585.0,2018-09-13 14:34:29.166064,2018-10-01 21:09:19.321921,26314.83593095,26314.83593095,IND562132AAA,IND000000ACB
thanos::sroute:7b2bca6a-2314-4616-8222-9d458666ca01,1,16.923000000000002,47.0,2018-09-24 08:23:54.778604,2018-09-24 10:02:10.296279,98.25862791666667,98.25862791666667,IND411014AAA,IND411048AAA
thanos::sroute:7b3644f2-878b-4b57-b630-1fcd7a4830d8,1,511.3709,871.0,2018-09-22 06:35:08.116757,2018-09-23 02:44:32.975254,1209.4143082833332,1209.4143082833332,IND712311AAA,IND712311AAA
thanos::sroute:7bb5bef9-4b0f-45b2-a68d-ab364b5ea839,5,135.7741,226.0,2018-09-13 02:49:25.683257,2018-10-03 05:52:26.179158,28983.008265016666,28983.008265016666,IND501359AAE,IND500008AAC
thanos::sroute:7bc6ddd7-f8a3-4538-bca2-736a0e4655b2,15,4880.7681,8039.0,2018-09-12 21:14:45.098670,2018-10-04 08:18:06.522733,30903.357067716664,30903.357067716664,IND515004AAA,IND515004AAA
thanos::sroute:7bfd3a15-7880-43fa-8bf4-67d3f0ab953b,6,304.7355,1164.0,2018-09-13 01:22:12.495950,2018-09-17 09:43:51.340765,6261.647413583333,6261.647413583333,IND000000AEM,IND110037AAB
thanos::sroute:7c115632-8e81-4330-904a-9c7a6d6262ef,21,7519.9878,9574.0,2018-09-12 06:12:30.822384,2018-10-04 04:30:47.609206,31578.27978036667,31578.27978036667,IND160002AAC,IND160002AAC
thanos::sroute:7c69427c-ed9e-4324-8fd8-597384fa2229,7,257.80010000000004,385.0,2018-09-12 18:51:21.370556,2018-09-21 20:29:14.543173,13057.886210283332,13057.886210283332,IND600032AAB,IND600056AAB
thanos::sroute:7ca31057-59ba-47c9-8e88-efdcaa4172c4,9,230.2386,675.0,2018-09-13 17:56:09.509207,2018-10-03 19:36:03.319214,28899.896833450002,28899.896833450002,IND560078AAC,IND560099AAB
thanos::sroute:7cad5787-5899-4a00-9a8c-902f763273f4,3,168.99550000000002,316.0,2018-09-12 23:12:05.221595,2018-09-15 02:44:41.646999,3092.607090066667,3092.607090066667,IND110030AAD,IND000000ACB
thanos::sroute:7cd2169b-cf08-4a1e-b991-34fcf9b10526,6,744.6610000000001,1089.0,2018-09-12 20:58:54.346856,2018-09-19 07:05:15.699459,9246.355876716667,9246.355876716667,IND573201AAB,IND573201AAB
thanos::sroute:7d19700b-650e-48aa-bd8f-5c8f63f18712,6,161.0966,472.0,2018-09-13 02:48:24.789887,2018-09-30 22:21:23.731972,25652.982368083332,25652.982368083332,IND411036AAA,IND411033AAA
thanos::sroute:7d2e13a2-7484-4702-b9c7-5f4c458340b2,13,965.7224,1855.0,2018-09-14 11:55:49.197186,2018-10-03 11:46:21.376977,27350.536329849998,27350.536329849998,IND756019AAA,IND756019AAA
thanos::sroute:7d7c2e06-d535-48a0-81ab-4ae0189a3455,10,7924.7661,11476.0,2018-09-17 22:13:44.954495,2018-09-28 22:09:53.515314,15836.142680316667,15836.142680316667,IND501359AAE,IND421302AAG
thanos::sroute:7d8d4fdc-06f6-47f6-85ae-fed146ebe40b,10,269.1383,766.0,2018-09-13 04:38:37.568668,2018-10-02 06:29:30.348463,27470.87966325,27470.87966325,IND411033AAA,IND411014AAA
thanos::sroute:7da2a1f2-861d-4bf1-9ac9-96c8b58479eb,17,446.254,1638.0,2018-09-13 19:14:10.407277,2018-10-03 22:41:07.584478,29006.95295335,29006.95295335,IND411033AAA,IND411014AAA
thanos::sroute:7daa2810-9e9b-4deb-863a-19447e06c89a,14,1678.9062,2837.0,2018-09-12 17:18:03.853493,2018-10-03 23:12:34.443288,30594.509829916664,30594.509829916664,IND834002AAB,IND832109AAB
thanos::sroute:7de3847b-e34b-4720-808c-b76b2bf5038b,2,305.67560000000003,610.0,2018-10-02 12:38:47.001270,2018-10-03 20:34:18.857628,1915.5309393,1915.5309393,IND834002AAB,IND826004AAA
thanos::sroute:7de7b830-f1f5-46fb-9080-27223aa2d5c6,7,189.0479,529.0,2018-09-13 02:45:24.820263,2018-09-26 03:35:49.054381,18770.403901966663,18770.403901966663,IND411033AAA,IND411014AAA
thanos::sroute:7dfd6e35-53b0-4fa5-8b99-da92a9c4c835,33,1414.331,2897.0,2018-09-12 09:25:09.019127,2018-10-03 13:06:08.967901,30460.99914623333,30460.99914623333,IND562132AAA,IND560300AAA
thanos::sroute:7e0a1fbb-27f7-43c1-b23b-f0e9f21fa42e,3,235.219,314.0,2018-09-12 19:28:35.616944,2018-09-14 23:18:18.338828,3109.7120314,3109.7120314,IND000000ACB,IND110085AAB
thanos::sroute:7e434d46-9aed-456a-82dd-9386e52a6782,18,1611.8902,3189.0,2018-09-13 02:58:48.748388,2018-10-01 04:29:06.704125,26010.299262283334,26010.299262283334,IND281401AAA,IND321022AAA
thanos::sroute:7e95df0e-fbc0-477a-a987-955f5b311c85,8,7329.3909,10803.0,2018-09-15 11:40:44.257209,2018-09-24 18:28:39.443163,13367.9197659,13367.9197659,IND382430AAB,IND000000ACB
thanos::sroute:7eced986-e54f-4321-be33-bbbe42f24ac5,9,800.5536999999999,1835.0,2018-09-12 22:07:19.341837,2018-09-24 04:05:05.677551,16197.772261900001,16197.772261900001,IND131028AAB,IND131028AAB
thanos::sroute:7edc87a1-8dfc-436c-ae1a-ec18a5a7416d,2,104.36580000000001,200.0,2018-09-16 08:39:10.004491,2018-09-17 12:28:27.598325,1669.2932305666666,1669.2932305666666,IND560300AAA,IND562132AAA
thanos::sroute:7f3b4fe6-69c6-49ff-b590-8d6a5f386452,15,484.644,1842.0,2018-09-12 09:28:39.434925,2018-10-04 00:45:53.734062,31157.23831895,31157.23831895,IND712311AAA,IND700088AAA
thanos::sroute:7fc0383e-7e95-456e-af48-86fea4fc5168,8,233.1366,533.0,2018-09-12 07:05:42.620365,2018-09-24 08:25:25.841206,17359.72034735,17359.72034735,IND560067AAC,IND562114AAA
thanos::sroute:7fcb59da-b2ba-4425-98dd-9ea8d664af35,7,403.43280000000004,530.0,2018-09-20 02:35:22.572691,2018-10-01 05:38:34.260494,16023.194796716667,16023.194796716667,IND363641AAA,IND363621AAB
thanos::sroute:7fcc6d16-2185-4c70-bd73-1b10e881ef41,13,1253.4665,2114.0,2018-09-12 11:05:18.103469,2018-09-24 13:25:10.809357,17419.878431466666,17419.878431466666,IND736135AAA,IND736165AAA
thanos::sroute:7fe7088b-1afa-4cce-b974-8fac94a5ac1d,3,111.0947,152.0,2018-09-24 18:51:10.823153,2018-10-03 19:57:14.099562,13026.054606816668,13026.054606816668,IND122001AAA,IND000000ACB
thanos::sroute:7ff68f00-860d-4ec8-8083-18b1b2f5c1b3,7,297.3609,573.0,2018-09-12 10:48:27.164381,2018-09-27 11:59:10.115611,21670.715853833335,21670.715853833335,IND600044AAE,IND600056AAB
thanos::sroute:80028837-e212-4a98-9562-8c4e617891b3,5,311.2309,473.0,2018-09-26 19:02:32.714205,2018-10-01 23:26:10.039609,7463.622090066667,7463.622090066667,IND560099AAB,IND562132AAA
thanos::sroute:8029e8b5-1758-4490-810d-ebc382a4b976,1,74.5049,242.0,2018-09-18 23:08:37.992473,2018-09-19 13:11:47.120136,843.1521277166667,843.1521277166667,IND403726AAB,IND403726AAB
thanos::sroute:80519551-f91c-4987-96c8-4e9e3fd3aa05,1,71.36200000000001,78.0,2018-09-17 07:59:33.974840,2018-09-17 10:22:14.211796,142.67061593333335,142.67061593333335,IND562132AAA,IND000000ACS
thanos::sroute:80b9c1b2-60ee-4ab2-8e98-3fa02abde467,20,814.6273,1304.0,2018-09-12 21:35:46.425270,2018-10-04 00:51:40.094598,30435.8944888,30435.8944888,IND000000ACB,IND110037AAK
thanos::sroute:80bf5118-9538-4509-9d53-679a0c5f5e59,22,876.7860000000001,1714.0,2018-09-12 16:47:46.628772,2018-10-03 17:59:54.012479,30312.12306178333,30312.12306178333,IND600016AAB,IND600044AAC
thanos::sroute:80e83eb5-b73e-418f-833f-a2f4b0e7afc5,2,1357.613,1769.0,2018-09-12 19:44:46.967035,2018-09-14 20:15:17.479030,2910.5085332500003,2910.5085332500003,IND600056AAB,IND501359AAE
thanos::sroute:810e99e9-cd47-406b-80fd-c2bb44e00607,3,40.3681,138.0,2018-09-22 08:34:28.072015,2018-09-29 10:31:04.048053,10196.599600633333,10196.599600633333,IND400706AAA,IND000000AFT
thanos::sroute:812e486c-e9c5-4a49-96b5-ab8988b78fac,9,2640.7183,4596.0,2018-09-21 02:39:04.860253,2018-10-03 14:47:35.940375,18008.518002033336,18008.518002033336,IND000000ACB,IND160002AAC
thanos::sroute:815daca3-b12d-4742-8f3a-fae66712a254,13,807.4123999999999,1525.0,2018-09-12 01:21:53.167913,2018-10-03 07:09:58.909431,30588.095691966664,30588.095691966664,IND362001AAA,IND362001AAA
thanos::sroute:824abb65-0b7a-4954-8ee2-9a1ab6d7eced,7,280.3897,407.0,2018-09-15 20:27:38.263707,2018-10-02 01:12:29.201340,23324.84896055,23324.84896055,IND501359AAE,IND500039AAC
thanos::sroute:824ae884-8323-4beb-b955-27c6772f0139,8,20534.0307,25113.0,2018-09-12 04:48:49.471086,2018-09-23 02:47:59.726782,15719.170928266665,15719.170928266665,IND000000ACB,IND000000ACB
thanos::sroute:828f0a4b-da11-4921-88df-5316ddbffda5,18,19304.8289,23667.0,2018-09-12 01:57:02.497819,2018-10-03 01:17:02.640775,30200.0023826,30200.0023826,IND000000ACB,IND821115AAB
thanos::sroute:82a004e5-81e1-41f3-97ee-4945e70a98cc,3,484.33079999999995,1186.0,2018-09-27 00:40:24.735653,2018-09-29 09:52:36.128726,3432.1898845500004,3432.1898845500004,IND282002AAD,IND282002AAD
thanos::sroute:82b3eb7b-3b7c-4f25-bec4-79bd446a1295,1,24.9024,100.0,2018-10-01 11:01:49.860154,2018-10-03 04:50:09.668884,2508.3301454999996,2508.3301454999996,IND221313AAA,IND221005A1A
thanos::sroute:82facc11-0f66-496b-9d39-fa3891fb2683,12,2076.5586,3355.0,2018-09-12 01:24:59.938573,2018-09-26 10:38:28.571515,20713.4772157,20713.4772157,IND384205AAA,IND384205AAA
thanos::sroute:82fe9c8a-9ceb-47fe-95aa-031a2e7a5082,1,69.65809999999999,134.0,2018-09-18 00:27:43.340993,2018-09-18 03:44:02.734712,196.32322865,196.32322865,IND560300AAA,IND560099AAB
thanos::sroute:83009784-a361-4c8d-9923-e89eee5b6f3d,1,19.579,19.0,2018-09-23 04:59:58.650466,2018-09-23 06:06:38.251845,66.66002298333333,66.66002298333333,IND712310AAE,IND711409AAA
thanos::sroute:83229715-6983-47f2-b58b-c471fbfbbe4e,3,98.43719999999999,152.0,2018-09-15 17:57:09.673615,2018-09-24 20:27:06.832895,13109.952654666668,13109.952654666668,IND560002AAA,IND560099AAB
thanos::sroute:83251748-2256-453f-b94f-c1f4dec4a1b1,15,9450.5509,11884.0,2018-09-12 18:47:53.248675,2018-09-27 01:38:51.751391,20570.975045266667,20570.975045266667,IND600056AAB,IND524003AAA
thanos::sroute:837a1c59-ab1f-437a-90d3-318a02945421,1,19.4779,33.0,2018-09-23 15:24:45.805896,2018-09-23 17:25:00.846391,120.25067491666667,120.25067491666667,IND560099AAB,IND000000ACS
thanos::sroute:83c4e520-d90f-4f49-ad90-8ebc4cbe2511,7,922.0985000000001,1428.0,2018-09-12 21:12:35.613411,2018-09-20 02:21:49.408275,10389.2299144,10389.2299144,IND421302AAG,IND411033AAA
thanos::sroute:83cc6bc3-6aea-456b-879b-e99a90380aec,10,402.5564,617.0,2018-09-12 03:53:13.532367,2018-10-01 03:11:40.297151,27318.446079733334,27318.446079733334,IND781005AAA,IND781005AAA
thanos::sroute:83fddedb-a368-4f80-9f3f-8742a8c096ac,7,959.1652,1394.0,2018-09-13 01:25:15.391565,2018-09-19 06:08:56.536314,8923.685745816667,8923.685745816667,IND505302AAB,IND505001AAB
thanos::sroute:844771e0-d594-4b41-8302-f891f84c0a48,2,1630.0853,2273.0,2018-09-15 19:27:31.045543,2018-09-17 19:58:54.601019,2911.392591266667,2911.392591266667,IND501359AAE,IND421302AAG
thanos::sroute:84e5118c-72f4-4ea5-94e0-a529ec9a47f7,19,562.8245000000001,1329.0,2018-09-14 01:31:23.451575,2018-10-02 07:03:44.314680,26252.347718416666,26252.347718416666,IND421302AAG,IND401104AAA
thanos::sroute:850b4256-a854-4f93-9038-cb6d967942e2,1,76.29050000000001,134.0,2018-09-30 03:11:29.143582,2018-09-30 07:41:11.349966,269.7034397333333,269.7034397333333,IND600056AAB,IND600056AAB
thanos::sroute:85287a6e-b8bf-42f5-84ef-0e47bb262812,4,525.0544,1065.0,2018-09-17 00:25:14.908403,2018-09-20 03:41:47.569389,4516.5443497666665,4516.5443497666665,IND530012AAA,IND535001AAA
thanos::sroute:855804ab-1b34-4219-901d-9072edfd43df,18,2371.1517000000003,5238.0,2018-09-12 02:35:49.380891,2018-10-03 14:35:11.993965,30959.376884566667,30959.376884566667,IND249407AAA,IND249407AAA
thanos::sroute:85582793-a37e-4faf-820a-ae6cf4a53c42,9,5378.8237,7514.0,2018-09-12 19:46:04.330769,2018-09-26 16:45:44.045351,19979.6619097,19979.6619097,IND302014AAA,IND382430AAB
thanos::sroute:856cd744-5a7c-4aee-98c7-9d306433ef48,7,4663.609,7052.0,2018-09-13 07:48:34.300404,2018-09-28 03:38:57.720150,21350.390329100002,21350.390329100002,IND411033AAA,IND382430AAB
thanos::sroute:858c13c1-db6c-45c2-822e-474250ca6d39,13,834.6714000000001,1428.0,2018-09-12 18:16:31.742465,2018-09-27 20:35:43.583108,21739.19734405,21739.19734405,IND110044AAB,IND000000ACB
thanos::sroute:85a0767c-965d-40d3-87f1-9efbaca8f8be,10,195.9161,437.0,2018-09-16 00:00:09.240791,2018-10-04 01:37:28.620808,26017.323000283333,26017.323000283333,IND560099AAB,IND560085AAA
thanos::sroute:85a7b9d6-e273-4754-add6-722741c8fd7f,12,463.2538,770.0,2018-09-15 18:33:28.799279,2018-10-03 20:07:37.875646,26014.151272783332,26014.151272783332,IND560058AAB,IND560099AAB
thanos::sroute:86079dce-0c01-4256-971b-65a8abc78e09,5,930.0048,1655.0,2018-09-13 21:42:27.874674,2018-09-18 07:59:08.351748,6376.6746179,6376.6746179,IND560300AAA,IND560300AAA
thanos::sroute:864ba6d8-8e17-441b-9c62-a540206ebad2,1,45.635600000000004,79.0,2018-09-27 07:03:28.043721,2018-09-27 10:15:03.521695,191.59129956666666,191.59129956666666,IND445101AAA,IND440014AAA
thanos::sroute:8650d5af-3211-4485-a9d8-b6c24cac36e8,12,341.961,887.0,2018-09-15 00:10:13.783634,2018-10-04 01:45:38.527037,27455.41239005,27455.41239005,IND421302AAG,IND401104AAB
thanos::sroute:866bf6a0-7974-43e2-87ad-aac2ee8c1758,7,1107.6734000000001,2071.0,2018-09-24 20:21:05.886060,2018-10-04 02:50:31.004147,13349.418634783333,13349.418634783333,IND125001AAA,IND000000ACB
thanos::sroute:868f6aa8-a36d-4578-b277-0f360e504f6c,10,2433.3706,3090.0,2018-09-13 16:37:41.222456,2018-10-04 00:01:17.936243,29243.61189645,29243.61189645,IND302014AAA,IND000000ACB
thanos::sroute:86b5fa18-bf03-426c-b872-9c2fd2b4ca33,5,329.3699,1036.0,2018-09-12 03:14:12.649768,2018-09-16 06:32:52.761221,5958.668524216667,5958.668524216667,IND000000ACB,IND000000AEL
thanos::sroute:86ccbef6-71d7-4cf8-a2c5-aea371a171e1,7,1052.0692,1761.0,2018-09-13 04:15:46.444955,2018-10-02 08:23:04.716134,27607.30451965,27607.30451965,IND495677AAA,IND496001AAA
thanos::sroute:870bead8-6c8a-458f-b4d8-658de44bc675,16,21792.7025,25755.0,2018-09-12 02:43:42.671870,2018-10-05 08:39:47.996375,33476.08874175,33476.08874175,IND000000ACB,IND834002AAB
thanos::sroute:871460ad-609e-480e-9ee2-3076eae0776a,8,1834.9709,2712.0,2018-09-12 23:33:15.045633,2018-09-20 05:45:50.536335,10452.5915117,10452.5915117,IND530012AAA,IND530012AAA
thanos::sroute:872d9762-5527-44ee-9fc9-4457999abe85,15,4235.1636,5790.0,2018-09-12 02:14:03.009204,2018-09-29 11:34:29.924559,25040.448589249998,25040.448589249998,IND605601AAA,IND605601AAA
thanos::sroute:873bc037-283e-46a2-8135-5128fa2a97fa,18,678.3479,1340.0,2018-09-12 12:49:25.626881,2018-10-02 18:25:33.265374,29136.127308216666,29136.127308216666,IND000000ACB,IND122001AAA
thanos::sroute:87643cee-18e1-48a0-bb6b-95e206f01c98,19,1149.4667,2032.0,2018-09-12 16:50:14.878315,2018-10-01 18:46:06.905495,27475.867119666666,27475.867119666666,IND000000ACB,IND110064AAA
thanos::sroute:8786609b-8671-4d19-ae85-0f435514abdf,16,453.1438,847.0,2018-09-12 06:56:50.395953,2018-10-03 09:35:01.017728,30398.17702958333,30398.17702958333,IND421302AAN,IND400072AAB
thanos::sroute:879f59cf-1bf4-4ef4-9ba4-2f4dfe83d10e,12,1090.1771,3446.0,2018-09-13 02:57:45.969140,2018-10-03 08:30:22.147216,29132.602967933333,29132.602967933333,IND712311AAA,IND712406AAA
thanos::sroute:87a41587-c778-496e-b6b5-bb0ba04f32d1,1,238.5417,1105.0,2018-09-19 01:14:46.077151,2018-09-20 00:34:26.903779,1399.6804438,1399.6804438,IND431603AAA,IND431603AAA
thanos::sroute:87d41453-285f-40a2-b56c-64d56e1b4cd8,16,690.2439,1061.0,2018-09-12 21:35:21.587065,2018-10-04 01:52:26.312183,30497.078751966666,30497.078751966666,IND562132AAA,IND560083AAB
thanos::sroute:88356412-d28b-47fe-94ce-847266bac473,22,948.3752,1578.0,2018-09-13 00:28:06.174047,2018-10-04 03:05:17.477654,30397.18839345,30397.18839345,IND000000AFJ,IND695541AAA
thanos::sroute:883613ae-d4a0-4355-aaa0-59f8664b7922,9,2116.383,3011.0,2018-09-12 14:58:28.409671,2018-10-02 23:00:48.775923,29282.339437533334,29282.339437533334,IND160002AAC,IND110037AAM
thanos::sroute:88395074-799b-45c4-8956-5cacf15c38c3,10,427.8583,897.0,2018-09-13 04:00:41.294784,2018-10-03 00:53:56.108828,28613.246900733335,28613.246900733335,IND400015AAB,IND421302AAG
thanos::sroute:883e99fa-50a3-40e0-a2e2-9b12ed6ab8bf,22,6423.4375,14902.0,2018-09-12 22:30:39.326635,2018-10-04 11:02:27.226863,30991.798337133332,30991.798337133332,IND842001AAA,IND842001AAA
thanos::sroute:884325ef-09d8-45fb-b62e-c0fb8d2ba23c,15,7274.2744,8882.0,2018-09-12 00:55:51.259556,2018-09-27 01:20:43.254625,21624.866584483334,21624.866584483334,IND562132AAA,IND562132AAA
thanos::sroute:88481fff-15db-42ec-a359-407840640cb2,4,110.6901,281.0,2018-09-13 20:50:38.130132,2018-09-16 23:41:26.001212,4490.797851333334,4490.797851333334,IND000000AAL,IND411033AAA
thanos::sroute:884f7550-53c2-48f7-a639-91e5b5d3a831,12,593.0368,831.0,2018-09-12 03:48:39.884937,2018-10-03 06:11:41.961805,30383.034614466666,30383.034614466666,IND560099AAB,IND560058AAB
thanos::sroute:889b9cf5-da6a-48ce-b3bd-6983c8090164,1,14.7276,113.0,2018-09-13 07:10:45.472473,2018-09-14 06:23:48.451756,1393.0496547166665,1393.0496547166665,IND400072AAI,IND000000AFS
thanos::sroute:88aae86c-1ca6-4464-8da3-82a8d0699a48,6,1722.3689,2002.0,2018-09-12 11:02:30.560737,2018-09-19 18:16:34.328415,10514.062794633333,10514.062794633333,IND636102AAA,IND600056AAB
thanos::sroute:88e26167-5d66-4bfc-91c2-7de6dd611fd2,7,313.0142,448.0,2018-09-12 22:25:48.126119,2018-09-19 00:52:39.983343,8786.864287066668,8786.864287066668,IND000000ACT,IND000000ACB
thanos::sroute:88f3c4f2-ba7c-4817-8dff-e181ba3d772d,3,2260.5627999999997,3654.0,2018-09-28 08:39:25.552881,2018-10-03 15:46:32.148116,7627.109920583333,7627.109920583333,IND302014AAA,IND302014AAA
thanos::sroute:89ec005a-2499-47df-9239-0db38113f6be,12,914.6435,7609.0,2018-09-12 12:32:55.487187,2018-10-03 07:38:09.267431,29945.229670733333,29945.229670733333,IND792121AAB,IND786181AAC
thanos::sroute:8a120994-f577-4491-9e4b-b7e4a1479d2f,20,1015.6326,1412.0,2018-09-13 00:23:01.318489,2018-10-04 06:41:25.409035,30618.4015091,30618.4015091,IND160002AAC,IND160002AAC
thanos::sroute:8a4a0dea-e94e-4a9b-86fc-f9d79005985c,19,815.2111,1385.0,2018-09-12 04:06:30.776602,2018-10-03 06:29:10.097640,30382.655350633333,30382.655350633333,IND000000ACB,IND122001AAA
thanos::sroute:8a57e4e4-7695-41a2-9f6f-4d5eec49a416,18,594.9525,1099.0,2018-09-13 02:44:40.988111,2018-10-03 04:39:13.972430,28914.54973865,28914.54973865,IND686507AAA,IND686540AAA
thanos::sroute:8a6d78dc-4752-4bc6-9dee-8394a3a40a92,18,8261.9767,15855.0,2018-09-13 08:09:03.209857,2018-10-03 14:37:12.345592,29188.15226225,29188.15226225,IND344001AAA,IND342301AAA
thanos::sroute:8a7e68b3-2a05-489f-85a1-5ccfbf63ac86,16,5019.188,9716.0,2018-09-12 05:09:17.390674,2018-09-30 14:48:08.275612,26498.8480823,26498.8480823,IND723133AAA,IND713205AAB
thanos::sroute:8aae1aa1-39e0-4c07-9315-fc5900ac3ef3,4,371.1893,662.0,2018-09-17 10:39:20.178114,2018-09-25 10:38:51.545592,11519.5227913,11519.5227913,IND221010AAB,IND222125AAB
thanos::sroute:8acd4512-6292-4324-b0fc-2674db83c438,11,597.8254,1330.0,2018-09-12 02:22:23.020699,2018-10-03 05:35:35.967925,30433.2157871,30433.2157871,IND600056AAB,IND600016AAC
thanos::sroute:8b32e0e1-5574-4f9f-8491-e2422ed8384d,5,170.7355,1727.0,2018-09-14 02:52:14.128519,2018-09-19 05:09:47.188213,7337.5509949,7337.5509949,IND211002AAB,IND211013AAA
thanos::sroute:8b3f10bb-0273-41a2-87b2-856719c0226f,21,5052.7006,8868.0,2018-09-12 07:10:35.205487,2018-10-03 15:27:45.056618,30737.164185516667,30737.164185516667,IND261201AAB,IND262723AAB
thanos::sroute:8b7efb1c-c669-4f75-935a-d1d64acad23b,1,730.2138,852.0,2018-09-25 23:41:39.754571,2018-09-26 18:09:37.920386,1107.96943025,1107.96943025,IND501359AAE,IND600056AAB
thanos::sroute:8b9408b9-bf31-400a-991c-2bf5f18d5b1b,15,661.5709,1213.0,2018-09-13 22:22:05.263812,2018-10-02 02:03:44.842990,26141.659652966668,26141.659652966668,IND562132AAA,IND560085AAA
thanos::sroute:8c5ab716-198a-4395-b83f-567277357ab9,21,1428.5259,2600.0,2018-09-12 00:46:48.079257,2018-10-03 02:11:27.378600,30324.65498905,30324.65498905,IND121004AAB,IND121102AAA
thanos::sroute:8c782970-0f0e-4e70-9544-618a33a1db65,11,1012.4546,3276.0,2018-09-20 04:51:32.570239,2018-09-30 03:08:59.383534,14297.44688825,14297.44688825,IND370110AAA,IND370001AAA
thanos::sroute:8c95b38a-dca6-4e18-a28e-c8a4847937e6,3,153.4336,200.0,2018-09-13 23:18:17.624217,2018-10-01 12:08:32.189838,25250.24276035,25250.24276035,IND560099AAB,IND560058AAD
thanos::sroute:8ca2abac-2c77-4e9a-9319-e209b78122c6,3,655.0843,1138.0,2018-09-24 08:40:14.630499,2018-09-27 06:41:37.689418,4201.384315316666,4201.384315316666,IND600056AAB,IND600056AAB
thanos::sroute:8cb0fd6d-298f-4688-a2b6-fe483e825e83,19,448.3232,2854.0,2018-09-14 11:04:56.849161,2018-10-03 05:43:21.198171,27038.405816833332,27038.405816833332,IND395006AAA,IND395023AAD
thanos::sroute:8d0a2a5e-a6fd-4d04-955b-a26733c2702f,1,50.0216,95.0,2018-10-02 16:41:42.376884,2018-10-02 19:34:21.027084,172.64417,172.64417,IND201001AAC,IND110037AAM
thanos::sroute:8db6c97a-2cc3-499d-babe-cc0a4932fd98,3,1091.0883,1080.0,2018-09-13 17:57:47.339956,2018-09-23 21:34:03.287296,14616.265789,14616.265789,IND282001AAA,IND110037AAM
thanos::sroute:8e0a885e-e8a7-45d9-9b17-a773a28063df,12,354.8832,1190.0,2018-09-12 15:34:29.271717,2018-09-29 19:40:10.845840,24725.69290205,24725.69290205,IND400705AAA,IND421302AAH
thanos::sroute:8e2ba220-3593-4f0e-ac4a-a967932dd314,12,3300.2068,5244.0,2018-09-12 11:23:44.665213,2018-09-24 15:28:00.413599,17524.2624731,17524.2624731,IND465683AAA,IND465001AAA
thanos::sroute:8e377e4a-692e-45c4-be1f-7191872e1897,15,1544.4163,2911.0,2018-09-12 01:28:41.755367,2018-10-03 05:00:16.280243,30451.5754146,30451.5754146,IND842003AAB,IND483770AAA
thanos::sroute:8e6bddd9-3d4d-470f-98df-893855bec24f,2,54.8534,140.0,2018-09-20 01:33:37.550961,2018-09-25 05:06:14.469080,7412.615301983333,7412.615301983333,IND421302AAG,IND400072AAA
thanos::sroute:8e6cd941-adb5-4f66-b44f-84938f5fca03,46,1216.3422,4808.0,2018-09-12 06:17:49.513568,2018-10-03 20:43:34.177983,31105.744406916667,31105.744406916667,IND400072AAD,IND421302AAG
thanos::sroute:8eefa1cc-19ac-472c-a4cc-3252213556f3,1,142.169,357.0,2018-09-16 02:04:39.331966,2018-09-16 09:56:49.624168,472.1715367,472.1715367,IND530012AAA,IND530012AAA
thanos::sroute:8f136f2a-7552-4c91-acfa-ff555d177121,11,6637.2998,7522.0,2018-09-21 23:26:51.085979,2018-10-03 19:13:42.985932,17026.86499921667,17026.86499921667,IND411033AAA,IND501359AAE
thanos::sroute:8f7257a6-ff74-4bb8-90b5-e89a98a4329d,1,811.8099,852.0,2018-09-24 09:02:11.002942,2018-09-25 06:18:14.911553,1276.0651435166667,1276.0651435166667,IND000000ACB,IND000000ACB
thanos::sroute:8fa95fb6-1cf5-4fbd-aa64-04418b2a6d65,16,1037.0022,2439.0,2018-09-12 10:07:07.129791,2018-10-03 13:29:35.733298,30442.476725116667,30442.476725116667,IND560099AAB,IND560300AAA
thanos::sroute:904bb20b-a3b8-4bb7-b587-a0a87733710c,5,235.9409,593.0,2018-09-12 12:38:37.985569,2018-09-30 16:19:34.930025,26140.949074266668,26140.949074266668,IND000000ACT,IND131028AAB
thanos::sroute:905a2cd9-5e88-4982-885d-c366beaae80e,1,584.591,681.0,2018-09-13 15:27:19.934058,2018-09-14 12:40:57.067647,1273.61889315,1273.61889315,IND209304AAA,IND000000ACB
thanos::sroute:9075a315-6980-4aca-b1c8-ee9e7c2964b4,5,220.696,524.0,2018-09-12 08:42:21.466808,2018-10-02 09:07:50.988331,28825.492025383333,28825.492025383333,IND781014AAA,IND781102AAA
thanos::sroute:90ea19bd-4905-4ed9-88cd-ba1d66aa1a26,5,67.41929999999999,145.0,2018-09-15 06:21:03.496596,2018-09-29 07:14:38.702492,20213.58676493333,20213.58676493333,IND560058AAB,IND562132AAA
thanos::sroute:911f6f84-2799-473b-8702-b5e367630375,7,6358.6295,9274.0,2018-09-26 12:26:41.654376,2018-10-04 20:21:36.899685,11994.92075515,11994.92075515,IND382430AAB,IND000000ACB
thanos::sroute:9161ccfd-ff50-4210-b6d1-40b10ab5b17b,2,523.9756,955.0,2018-09-17 16:48:04.701262,2018-09-20 09:02:32.287874,3854.4597768666667,3854.4597768666667,IND683511AAA,IND683511AAA
